"country","year","sector","gross_output_price_level"
"CHL",2015,"hts",0.793544983433166
"CHL",2016,"bts",0.545039622971075
"CHL",2016,"g",0.974813264423812
"CHL",2016,"hts",0.800103910450117
"CHL",2017,"bts",0.596723603099923
"CHL",2017,"g",1.08674361419929
"CHL",2017,"hts",0.857549687837518
"CHL",2018,"bts",0.627607433515256
"CHL",2018,"g",1.10479460840913
"CHL",2018,"hts",0.884341333731873
"CHN",1995,"bts",0.0897072219820309
"CHN",1995,"g",0.36649878707623
"CHN",1995,"hts",0.272121916906791
"CHN",1996,"bts",0.0969771840872777
"CHN",1996,"g",0.391907370085552
"CHN",1996,"hts",0.291761286390988
"CHN",1997,"bts",0.102689772097611
"CHN",1997,"g",0.393775687793238
"CHN",1997,"hts",0.302934113214364
"CHN",1998,"bts",0.108587417338097
"CHN",1998,"g",0.379151775920153
"CHN",1998,"hts",0.30957400074904
"CHN",1999,"bts",0.111087638148733
"CHN",1999,"g",0.368265756841264
"CHN",1999,"hts",0.309441683016458
"CHN",2000,"bts",0.115614576579988
"CHN",2000,"g",0.37171746773522
"CHN",2000,"hts",0.319359051818015
"CHN",2001,"bts",0.120452938654814
"CHN",2001,"g",0.374952908336251
"CHN",2001,"hts",0.328780376366882
"CHN",2002,"bts",0.123024213681581
"CHN",2002,"g",0.373882602429497
"CHN",2002,"hts",0.332500079088066
"CHN",2003,"bts",0.12776994823256
"CHN",2003,"g",0.384052367143977
"CHN",2003,"hts",0.337480193557821
"CHN",2004,"bts",0.135645898324257
"CHN",2004,"g",0.417338905864516
"CHN",2004,"hts",0.351090639753744
"CHN",2005,"bts",0.143998169320934
"CHN",2005,"g",0.440902704979974
"CHN",2005,"hts",0.360596172548507
"CHN",2006,"bts",0.154343391753026
"CHN",2006,"g",0.472194632676776
"CHN",2006,"hts",0.381648317093353
"CHN",2007,"bts",0.173756500308243
"CHN",2007,"g",0.529732440753918
"CHN",2007,"hts",0.43758465432634
"CHN",2008,"bts",0.205749910265909
"CHN",2008,"g",0.626660903215233
"CHN",2008,"hts",0.512855965099491
"CHN",2009,"bts",0.220909882906326
"CHN",2009,"g",0.616811660006799
"CHN",2009,"hts",0.524707663228074
"CHN",2010,"bts",0.240797362293954
"CHN",2010,"g",0.665068406507294
"CHN",2010,"hts",0.563761603797761
"CHN",2011,"bts",0.275434943676667
"CHN",2011,"g",0.748891896037847
"CHN",2011,"hts",0.639332832951747
"CHN",2012,"bts",0.295824474853276
"CHN",2012,"g",0.767380604376084
"CHN",2012,"hts",0.681622844888663
"CHN",2013,"bts",0.315985987075212
"CHN",2013,"g",0.780081860004914
"CHN",2013,"hts",0.72193251281475
"CHN",2014,"bts",0.329546278946467
"CHN",2014,"g",0.777019903126321
"CHN",2014,"hts",0.74685282425564
"CHN",2015,"bts",0.335927840310181
"CHN",2015,"g",0.737892880154623
"CHN",2015,"hts",0.753626760625473
"CHN",2016,"bts",0.327667268549053
"CHN",2016,"g",0.686281680772806
"CHN",2016,"hts",0.720468671206629
"CHN",2017,"bts",0.339886181137022
"CHN",2017,"g",0.703861092619904
"CHN",2017,"hts",0.728270151459514
"CHN",2018,"bts",0.36601321194935
"CHN",2018,"g",0.738566339184959
"CHN",2018,"hts",0.763729595904287
"COL",1995,"bts",0.237898285982975
"COL",1995,"g",0.542134234639603
"COL",1995,"hts",0.487729567284812
"COL",1996,"bts",0.248248717811429
"COL",1996,"g",0.554451874827427
"COL",1996,"hts",0.500018349363108
"COL",1997,"bts",0.263847828593652
"COL",1997,"g",0.577633104020897
"COL",1997,"hts",0.527608494218245
"COL",1998,"bts",0.241850933636939
"COL",1998,"g",0.527858344431843
"COL",1998,"hts",0.494327873600445
"COL",1999,"bts",0.211536738446842
"COL",1999,"g",0.486386151099198
"COL",1999,"hts",0.44997687296595
"COL",2000,"bts",0.193020597277321
"COL",2000,"g",0.475450317219377
"COL",2000,"hts",0.40432265777408
"COL",2001,"bts",0.184356067159257
"COL",2001,"g",0.461086015246909
"COL",2001,"hts",0.388755144292056
"COL",2002,"bts",0.178920341590831
"COL",2002,"g",0.450913437427637
"COL",2002,"hts",0.374541631326433
"COL",2003,"bts",0.162246274573389
"COL",2003,"g",0.425082734285174
"COL",2003,"hts",0.340451195352262
"COL",2004,"bts",0.190793508074634
"COL",2004,"g",0.507224644312611
"COL",2004,"hts",0.399335798196642
"COL",2005,"bts",0.224375937956554
"COL",2005,"g",0.607460561892523
"COL",2005,"hts",0.466952951746984
"COL",2006,"bts",0.23361353657512
"COL",2006,"g",0.637002537593733
"COL",2006,"hts",0.481089252950369
"COL",2007,"bts",0.281399245221455
"COL",2007,"g",0.756718922637887
"COL",2007,"hts",0.57780837861797
"COL",2008,"bts",0.319775722817437
"COL",2008,"g",0.88275847881223
"COL",2008,"hts",0.649376454894907
"COL",2009,"bts",0.309095031914553
"COL",2009,"g",0.815351706473231
"COL",2009,"hts",0.627058821767425
"COL",2010,"bts",0.364490067021613
"COL",2010,"g",0.965667649757338
"COL",2010,"hts",0.730082739220844
"COL",2011,"bts",0.393792307656371
"COL",2011,"g",1.08876596886348
"COL",2011,"hts",0.779010812690624
"COL",2012,"bts",0.425577004085468
"COL",2012,"g",1.14734057578198
"COL",2012,"hts",0.831025935488135
"COL",2013,"bts",0.425378469147056
"COL",2013,"g",1.09559410340437
"COL",2013,"hts",0.824832542638075
"COL",2014,"bts",0.409385936820885
"COL",2014,"g",1.01232523563795
"COL",2014,"hts",0.792192216511982
"COL",2015,"bts",0.3056470276572
"COL",2015,"g",0.73415459087728
"COL",2015,"hts",0.604240905509186
"COL",2016,"bts",0.290031348749881
"COL",2016,"g",0.688694122047738
"COL",2016,"hts",0.57636984660663
"COL",2017,"bts",0.31392205006356
"COL",2017,"g",0.74386788896066
"COL",2017,"hts",0.626915534863409
"COL",2018,"bts",0.325529476512877
"COL",2018,"g",0.791905434503309
"COL",2018,"hts",0.651552906311291
"CRI",1995,"bts",0.201554432092627
"CRI",1995,"g",0.609042881202666
"CRI",1995,"hts",0.467315186817367
"CRI",1996,"bts",0.203861363709255
"CRI",1996,"g",0.603423795980471
"CRI",1996,"hts",0.462673435374924
"CRI",1997,"bts",0.210583886573645
"CRI",1997,"g",0.617356744846687
"CRI",1997,"hts",0.472200293137282
"CRI",1998,"bts",0.218933931197015
"CRI",1998,"g",0.62077693087711
"CRI",1998,"hts",0.477201104571575
"CRI",1999,"bts",0.223123363536725
"CRI",1999,"g",0.600133686264469
"CRI",1999,"hts",0.467347926864075
"CRI",2000,"bts",0.228096140217459
"CRI",2000,"g",0.590541666788527
"CRI",2000,"hts",0.478806941824134
"CRI",2001,"bts",0.237242629524736
"CRI",2001,"g",0.597991694569154
"CRI",2001,"hts",0.488854154812262
"CRI",2002,"bts",0.241600465989498
"CRI",2002,"g",0.600977469664406
"CRI",2002,"hts",0.483210445134077
"CRI",2003,"bts",0.242012378947601
"CRI",2003,"g",0.605203360920356
"CRI",2003,"hts",0.482773190020183
"CRI",2004,"bts",0.250786627902611
"CRI",2004,"g",0.626183669897526
"CRI",2004,"hts",0.491884792982217
"CRI",2005,"bts",0.258518165023501
"CRI",2005,"g",0.645283658104977
"CRI",2005,"hts",0.510279788825106
"CRI",2006,"bts",0.274956831234324
"CRI",2006,"g",0.670455957654306
"CRI",2006,"hts",0.53665541414433
"CRI",2007,"bts",0.304700506476742
"CRI",2007,"g",0.730933149282152
"CRI",2007,"hts",0.579048297929449
"CRI",2008,"bts",0.33902603189149
"CRI",2008,"g",0.794737850939226
"CRI",2008,"hts",0.627182974634556
"CRI",2009,"bts",0.349949499100741
"CRI",2009,"g",0.822248947373347
"CRI",2009,"hts",0.614915107031256
"CRI",2010,"bts",0.41865674352264
"CRI",2010,"g",0.934464475456048
"CRI",2010,"hts",0.69880670284486
"CRI",2011,"bts",0.462269206182933
"CRI",2011,"g",0.987430095893198
"CRI",2011,"hts",0.757019873017949
"CRI",2012,"bts",0.495420989874413
"CRI",2012,"g",1.01753746038331
"CRI",2012,"hts",0.79111013813426
"CRI",2013,"bts",0.530662987545251
"CRI",2013,"g",1.06093477789503
"CRI",2013,"hts",0.817874419946813
"CRI",2014,"bts",0.523005521501439
"CRI",2014,"g",1.04286630983125
"CRI",2014,"hts",0.812237665292426
"CRI",2015,"bts",0.552015758786361
"CRI",2015,"g",1.09195463365965
"CRI",2015,"hts",0.845525558035589
"CRI",2016,"bts",0.556167085643519
"CRI",2016,"g",1.09590535705377
"CRI",2016,"hts",0.84109669624713
"CRI",2017,"bts",0.551388344717729
"CRI",2017,"g",1.07453399161821
"CRI",2017,"hts",0.834073849864073
"CRI",2018,"bts",0.557525300214007
"CRI",2018,"g",1.08643541757207
"CRI",2018,"hts",0.843203736859432
"CYP",1995,"bts",0.385920034412803
"CYP",1995,"g",0.853563939072397
"CYP",1995,"hts",0.755773895812945
"CYP",1996,"bts",0.392732412706885
"CYP",1996,"g",0.84107364520079
"CYP",1996,"hts",0.746321067065494
"CYP",1997,"bts",0.371814366121847
"CYP",1997,"g",0.787166711083312
"CYP",1997,"hts",0.690127040585688
"CYP",1998,"bts",0.384984738237983
"CYP",1998,"g",0.801573530413613
"CYP",1998,"hts",0.694926744141702
"CYP",1999,"bts",0.374549775891765
"CYP",1999,"g",0.765880905068866
"CYP",1999,"hts",0.678906010947451
"CYP",2000,"bts",0.338016345653232
"CYP",2000,"g",0.689850467065967
"CYP",2000,"hts",0.586701931204557
"CYP",2001,"bts",0.335455930730943
"CYP",2001,"g",0.695133740645653
"CYP",2001,"hts",0.58875436721998
"CYP",2002,"bts",0.35973916090822
"CYP",2002,"g",0.725007520484121
"CYP",2002,"hts",0.60734418411941
"CYP",2003,"bts",0.447440971748955
"CYP",2003,"g",0.873778012374985
"CYP",2003,"hts",0.732585066175699
"CYP",2004,"bts",0.507602167829469
"CYP",2004,"g",0.982971003983243
"CYP",2004,"hts",0.816435670681498
"CYP",2005,"bts",0.529772077206452
"CYP",2005,"g",1.00032038825117
"CYP",2005,"hts",0.81783107587127
"CYP",2006,"bts",0.554770873842443
"CYP",2006,"g",1.02389156640111
"CYP",2006,"hts",0.84016595865541
"CYP",2007,"bts",0.621002504345072
"CYP",2007,"g",1.12901520877904
"CYP",2007,"hts",0.924931162943134
"CYP",2008,"bts",0.706148795971966
"CYP",2008,"g",1.24785795517005
"CYP",2008,"hts",1.01276113585163
"CYP",2009,"bts",0.684128111119808
"CYP",2009,"g",1.22615834542724
"CYP",2009,"hts",0.983395370920296
"CYP",2010,"bts",0.66884515841223
"CYP",2010,"g",1.19184376526291
"CYP",2010,"hts",0.957814346063825
"CYP",2011,"bts",0.712765669755125
"CYP",2011,"g",1.29436250534187
"CYP",2011,"hts",1.04230403673239
"CYP",2012,"bts",0.66199398414242
"CYP",2012,"g",1.22971000116933
"CYP",2012,"hts",0.986339141795406
"CYP",2013,"bts",0.66416493622698
"CYP",2013,"g",1.29248606520474
"CYP",2013,"hts",1.03554481913044
"CYP",2014,"bts",0.630993847343376
"CYP",2014,"g",1.26048949414672
"CYP",2014,"hts",1.02781480461995
"CYP",2015,"bts",0.523845521521209
"CYP",2015,"g",1.05855826557704
"CYP",2015,"hts",0.850770333081797
"CYP",2016,"bts",0.518352357805195
"CYP",2016,"g",1.04708694767218
"CYP",2016,"hts",0.845119730650222
"CYP",2017,"bts",0.535441982232749
"CYP",2017,"g",1.08472049741475
"CYP",2017,"hts",0.866181889961528
"CYP",2018,"bts",0.566928353867211
"CYP",2018,"g",1.14193227640651
"CYP",2018,"hts",0.909688525792495
"CZE",1995,"bts",0.164692911255187
"CZE",1995,"g",0.586450468464583
"CZE",1995,"hts",0.336820857700593
"CZE",1996,"bts",0.179136079163755
"CZE",1996,"g",0.605045100668777
"CZE",1996,"hts",0.356960978498568
"CZE",1997,"bts",0.169315958545505
"CZE",1997,"g",0.545033237525255
"CZE",1997,"hts",0.329152522419017
"CZE",1998,"bts",0.181244307583483
"CZE",1998,"g",0.55831542097048
"CZE",1998,"hts",0.348406794957243
"CZE",1999,"bts",0.178929284829832
"CZE",1999,"g",0.524500027884858
"CZE",1999,"hts",0.33479225191705
"CZE",2000,"bts",0.166653868262721
"CZE",2000,"g",0.491057172212185
"CZE",2000,"hts",0.311237317919307
"CZE",2001,"bts",0.176119429737521
"CZE",2001,"g",0.507048249730786
"CZE",2001,"hts",0.321353488672414
"CZE",2002,"bts",0.211442127412485
"CZE",2002,"g",0.574112024330559
"CZE",2002,"hts",0.383146561047292
"CZE",2003,"bts",0.252800814069434
"CZE",2003,"g",0.665867335522731
"CZE",2003,"hts",0.446962202954967
"CZE",2004,"bts",0.288880978366997
"CZE",2004,"g",0.76049798724372
"CZE",2004,"hts",0.504263703489376
"CZE",2005,"bts",0.320758250816182
"CZE",2005,"g",0.819170852626532
"CZE",2005,"hts",0.547797329721349
"CZE",2006,"bts",0.352628517334333
"CZE",2006,"g",0.873506948345195
"CZE",2006,"hts",0.594554916367544
"CZE",2007,"bts",0.409089713456832
"CZE",2007,"g",0.993899281484569
"CZE",2007,"hts",0.671667679166237
"CZE",2008,"bts",0.508137635438858
"CZE",2008,"g",1.18163481401384
"CZE",2008,"hts",0.827230989783618
"CZE",2009,"bts",0.467440768717311
"CZE",2009,"g",1.04235328144971
"CZE",2009,"hts",0.746408811877235
"CZE",2010,"bts",0.466271694361879
"CZE",2010,"g",1.03935567785353
"CZE",2010,"hts",0.745951917266016
"CZE",2011,"bts",0.504781606522601
"CZE",2011,"g",1.16050246072291
"CZE",2011,"hts",0.809757524572894
"CZE",2012,"bts",0.456062873595712
"CZE",2012,"g",1.08033020291574
"CZE",2012,"hts",0.735595443788272
"CZE",2013,"bts",0.454217396702766
"CZE",2013,"g",1.09734151809392
"CZE",2013,"hts",0.73008574602336
"CZE",2014,"bts",0.433366741202292
"CZE",2014,"g",1.05631515225147
"CZE",2014,"hts",0.693530037724272
"CZE",2015,"bts",0.371121287571762
"CZE",2015,"g",0.874308260855743
"CZE",2015,"hts",0.584569950031478
"CZE",2016,"bts",0.379078682242541
"CZE",2016,"g",0.857466728933641
"CZE",2016,"hts",0.589396528773552
"CZE",2017,"bts",0.410283169073977
"CZE",2017,"g",0.901163704479395
"CZE",2017,"hts",0.625306959812096
"CZE",2018,"bts",0.46176683533528
"CZE",2018,"g",0.972148517185776
"CZE",2018,"hts",0.684525135780862
"DEU",1995,"bts",0.732006267494795
"DEU",1995,"g",1.04664767631657
"DEU",1995,"hts",0.967032079716647
"DEU",1996,"bts",0.698278883742273
"DEU",1996,"g",0.994693840273922
"DEU",1996,"hts",0.925537925010886
"DEU",1997,"bts",0.605707155916799
"DEU",1997,"g",0.868179050870394
"DEU",1997,"hts",0.81306700935027
"DEU",1998,"bts",0.596108241332622
"DEU",1998,"g",0.854666632171176
"DEU",1998,"hts",0.800242227830055
"DEU",1999,"bts",0.575919736747436
"DEU",1999,"g",0.811736959982427
"DEU",1999,"hts",0.76844045893391
"DEU",2000,"bts",0.499997282869025
"DEU",2000,"g",0.720401046271846
"DEU",2000,"hts",0.666032817964176
"DEU",2001,"bts",0.490861818061249
"DEU",2001,"g",0.70626787212796
"DEU",2001,"hts",0.649984191474964
"DEU",2002,"bts",0.524885065629651
"DEU",2002,"g",0.743162555703505
"DEU",2002,"hts",0.69773982175248
"DEU",2003,"bts",0.630312689277693
"DEU",2003,"g",0.889665687169577
"DEU",2003,"hts",0.850419244149382
"DEU",2004,"bts",0.700284057368822
"DEU",2004,"g",0.989005156427102
"DEU",2004,"hts",0.949367236343147
"DEU",2005,"bts",0.703627877523166
"DEU",2005,"g",1.01299252406901
"DEU",2005,"hts",0.953771438978244
"DEU",2006,"bts",0.718307547645106
"DEU",2006,"g",1.05227895630975
"DEU",2006,"hts",0.957017895416696
"DEU",2007,"bts",0.795789072600492
"DEU",2007,"g",1.17188788809492
"DEU",2007,"hts",1.04304028324497
"DEU",2008,"bts",0.865353232243778
"DEU",2008,"g",1.29177731570804
"DEU",2008,"hts",1.12899952663479
"DEU",2009,"bts",0.833383762127657
"DEU",2009,"g",1.18400299986246
"DEU",2009,"hts",1.08850879415269
"DEU",2010,"bts",0.80182868059606
"DEU",2010,"g",1.15334831647265
"DEU",2010,"hts",1.03877620531852
"DEU",2011,"bts",0.858450266429623
"DEU",2011,"g",1.26332218546571
"DEU",2011,"hts",1.10128932564159
"DEU",2012,"bts",0.809193619485482
"DEU",2012,"g",1.18103666012009
"DEU",2012,"hts",1.02193471549483
"DEU",2013,"bts",0.858400299066558
"DEU",2013,"g",1.22195796933595
"DEU",2013,"hts",1.06669501557067
"DEU",2014,"bts",0.878420289907938
"DEU",2014,"g",1.21756573134973
"DEU",2014,"hts",1.08667762938569
"DEU",2015,"bts",0.740595132913991
"DEU",2015,"g",1.01006141333533
"DEU",2015,"hts",0.914736563329094
"DEU",2016,"bts",0.746290025838228
"DEU",2016,"g",0.999837474474678
"DEU",2016,"hts",0.920232713888069
"DEU",2017,"bts",0.774917679362383
"DEU",2017,"g",1.04811064476515
"DEU",2017,"hts",0.948603690366954
"DEU",2018,"bts",0.833623860565902
"DEU",2018,"g",1.10986153527235
"DEU",2018,"hts",1.00735673001271
"DNK",1995,"bts",0.75022488869663
"DNK",1995,"g",0.912528386928264
"DNK",1995,"hts",1.08292766597374
"DNK",1996,"bts",0.742236084511146
"DNK",1996,"g",0.903954671337378
"DNK",1996,"hts",1.04520659055011
"DNK",1997,"bts",0.670186487325977
"DNK",1997,"g",0.803587958426708
"DNK",1997,"hts",0.941601633619904
"DNK",1998,"bts",0.677179537441996
"DNK",1998,"g",0.773585791254894
"DNK",1998,"hts",0.932172571079543
"DNK",1999,"bts",0.668229617221833
"DNK",1999,"g",0.743169741300321
"DNK",1999,"hts",0.899050543014691
"DNK",2000,"bts",0.589621284264507
"DNK",2000,"g",0.692576841390001
"DNK",2000,"hts",0.801588067955218
"DNK",2001,"bts",0.591997990570888
"DNK",2001,"g",0.687944355573916
"DNK",2001,"hts",0.797567369013767
"DNK",2002,"bts",0.641490256089034
"DNK",2002,"g",0.724176310804782
"DNK",2002,"hts",0.844737440994062
"DNK",2003,"bts",0.786818848620309
"DNK",2003,"g",0.865993239267504
"DNK",2003,"hts",1.01484033010841
"DNK",2004,"bts",0.887035710580963
"DNK",2004,"g",0.96990896066591
"DNK",2004,"hts",1.13435798304007
"DNK",2005,"bts",0.90991992170288
"DNK",2005,"g",1.01175750834204
"DNK",2005,"hts",1.15279252727727
"DNK",2006,"bts",0.947566940517741
"DNK",2006,"g",1.06586206742376
"DNK",2006,"hts",1.17633053756195
"DNK",2007,"bts",1.07155230995424
"DNK",2007,"g",1.20790413741536
"DNK",2007,"hts",1.30746644765063
"DNK",2008,"bts",1.1906555308126
"DNK",2008,"g",1.3804707137637
"DNK",2008,"hts",1.44343359547017
"DNK",2009,"bts",1.14857631602225
"DNK",2009,"g",1.24496697194317
"DNK",2009,"hts",1.35252016817101
"DNK",2010,"bts",1.11654279337569
"DNK",2010,"g",1.24428886994154
"DNK",2010,"hts",1.34589460796077
"DNK",2011,"bts",1.18301864274335
"DNK",2011,"g",1.37283942009868
"DNK",2011,"hts",1.41336029742193
"DNK",2012,"bts",1.11653985832218
"DNK",2012,"g",1.30814654236024
"DNK",2012,"hts",1.34530093762957
"DNK",2013,"bts",1.16382245706444
"DNK",2013,"g",1.35352926551889
"DNK",2013,"hts",1.39894706442554
"DNK",2014,"bts",1.17224640979896
"DNK",2014,"g",1.33575247980538
"DNK",2014,"hts",1.41153561919646
"DNK",2015,"bts",0.980923103653386
"DNK",2015,"g",1.0927300146667
"DNK",2015,"hts",1.18984260382213
"DNK",2016,"bts",0.997000101623318
"DNK",2016,"g",1.08407738591941
"DNK",2016,"hts",1.15591535156598
"DNK",2017,"bts",1.03287105716124
"DNK",2017,"g",1.12511669639973
"DNK",2017,"hts",1.20467623101638
"DNK",2018,"bts",1.10088204972668
"DNK",2018,"g",1.19031103524182
"DNK",2018,"hts",1.28289571488307
"ESP",1995,"bts",0.423949203674799
"ESP",1995,"g",0.799512691768324
"ESP",1995,"hts",0.716291432535271
"ESP",1996,"bts",0.434885826526878
"ESP",1996,"g",0.808441399128699
"ESP",1996,"hts",0.724661276016188
"ESP",1997,"bts",0.386606001353071
"ESP",1997,"g",0.707367022372657
"ESP",1997,"hts",0.640719104627598
"ESP",1998,"bts",0.393270526639577
"ESP",1998,"g",0.699170586070762
"ESP",1998,"hts",0.640161780572016
"ESP",1999,"bts",0.390762459011374
"ESP",1999,"g",0.672753662059054
"ESP",1999,"hts",0.621796397788156
"ESP",2000,"bts",0.353988021588035
"ESP",2000,"g",0.59317325632859
"ESP",2000,"hts",0.551333427260662
"ESP",2001,"bts",0.358798204185926
"ESP",2001,"g",0.595780419651268
"ESP",2001,"hts",0.56050061235098
"ESP",2002,"bts",0.397346354252643
"ESP",2002,"g",0.649403192723266
"ESP",2002,"hts",0.615983814518586
"ESP",2003,"bts",0.49833814579844
"ESP",2003,"g",0.798126739856381
"ESP",2003,"hts",0.759636976608574
"ESP",2004,"bts",0.575064365671245
"ESP",2004,"g",0.900305769951979
"ESP",2004,"hts",0.857742970077902
"ESP",2005,"bts",0.606779975022907
"ESP",2005,"g",0.930210833613265
"ESP",2005,"hts",0.874197914674178
"ESP",2006,"bts",0.640952662552291
"ESP",2006,"g",0.954205621505421
"ESP",2006,"hts",0.904435299124561
"ESP",2007,"bts",0.729884510326116
"ESP",2007,"g",1.07823268491975
"ESP",2007,"hts",1.01901154115832
"ESP",2008,"bts",0.818382430420135
"ESP",2008,"g",1.20316134162837
"ESP",2008,"hts",1.13558540100463
"ESP",2009,"bts",0.784318094885287
"ESP",2009,"g",1.14975347411247
"ESP",2009,"hts",1.10169359927383
"ESP",2010,"bts",0.746699343414812
"ESP",2010,"g",1.06931494774486
"ESP",2010,"hts",1.00869490706571
"ESP",2011,"bts",0.780154776286301
"ESP",2011,"g",1.12275878954621
"ESP",2011,"hts",1.06232980643067
"ESP",2012,"bts",0.709516334960002
"ESP",2012,"g",1.04993858271673
"ESP",2012,"hts",0.984907147375546
"ESP",2013,"bts",0.731611113637361
"ESP",2013,"g",1.09444359546179
"ESP",2013,"hts",1.00698204111604
"ESP",2014,"bts",0.731726279396723
"ESP",2014,"g",1.08935103620055
"ESP",2014,"hts",1.00699534463926
"ESP",2015,"bts",0.616427011058004
"ESP",2015,"g",0.922703510201607
"ESP",2015,"hts",0.846381183242274
"ESP",2016,"bts",0.620343578730384
"ESP",2016,"g",0.915333225799146
"ESP",2016,"hts",0.848951689098877
"ESP",2017,"bts",0.638623586237463
"ESP",2017,"g",0.951956324650205
"ESP",2017,"hts",0.878017534373876
"ESP",2018,"bts",0.655611531935605
"ESP",2018,"g",0.999516542987829
"ESP",2018,"hts",0.920053479804369
"EST",1995,"bts",0.202933697257948
"EST",1995,"g",0.533770177353214
"EST",1995,"hts",0.342447962043465
"EST",1996,"bts",0.231891516286868
"EST",1996,"g",0.593408963604394
"EST",1996,"hts",0.384761055027585
"EST",1997,"bts",0.221515581507451
"EST",1997,"g",0.558406520272561
"EST",1997,"hts",0.381874183448106
"EST",1998,"bts",0.229915098795768
"EST",1998,"g",0.580311094174292
"EST",1998,"hts",0.400009717819411
"EST",1999,"bts",0.239143045931647
"EST",1999,"g",0.551579662514119
"EST",1999,"hts",0.404694702199861
"EST",2000,"bts",0.21172097851128
"EST",2000,"g",0.494206387645164
"EST",2000,"hts",0.383619554042878
"EST",2001,"bts",0.219714852782563
"EST",2001,"g",0.50155583310976
"EST",2001,"hts",0.387648649851369
"EST",2002,"bts",0.239113539936047
"EST",2002,"g",0.536263657291657
"EST",2002,"hts",0.422022760820281
"EST",2003,"bts",0.29809431708341
"EST",2003,"g",0.651245541578008
"EST",2003,"hts",0.518008373526859
"EST",2004,"bts",0.345990485472614
"EST",2004,"g",0.737298262852227
"EST",2004,"hts",0.57722070356149
"EST",2005,"bts",0.36980146469095
"EST",2005,"g",0.764813311814553
"EST",2005,"hts",0.595011088952206
"EST",2006,"bts",0.412526598791751
"EST",2006,"g",0.819077227069269
"EST",2006,"hts",0.636564743548455
"EST",2007,"bts",0.511276864659942
"EST",2007,"g",0.97851334265811
"EST",2007,"hts",0.745963228122304
"EST",2008,"bts",0.567170470055798
"EST",2008,"g",1.11122172188795
"EST",2008,"hts",0.876488052266951
"EST",2009,"bts",0.524976174486323
"EST",2009,"g",1.02914804758714
"EST",2009,"hts",0.81730652209909
"EST",2010,"bts",0.498100746287397
"EST",2010,"g",1.02792098678104
"EST",2010,"hts",0.820745084012896
"EST",2011,"bts",0.546383679437118
"EST",2011,"g",1.14464603085848
"EST",2011,"hts",0.910177644245657
"EST",2012,"bts",0.525677232250232
"EST",2012,"g",1.07846551904715
"EST",2012,"hts",0.877812181310175
"EST",2013,"bts",0.564279180509194
"EST",2013,"g",1.13534370697235
"EST",2013,"hts",0.932360420057471
"EST",2014,"bts",0.575825156040452
"EST",2014,"g",1.12788310286276
"EST",2014,"hts",0.948252433420077
"EST",2015,"bts",0.488822721722219
"EST",2015,"g",0.916807687095665
"EST",2015,"hts",0.79194422104527
"EST",2016,"bts",0.496803595371326
"EST",2016,"g",0.905760591066334
"EST",2016,"hts",0.790836847091056
"EST",2017,"bts",0.527288341976703
"EST",2017,"g",0.951263076403686
"EST",2017,"hts",0.823770783550445
"EST",2018,"bts",0.578928273393182
"EST",2018,"g",1.03492511074888
"EST",2018,"hts",0.880838279907024
"FIN",1995,"bts",0.630596833870326
"FIN",1995,"g",1.06650353194555
"FIN",1995,"hts",0.979270341944293
"FIN",1996,"bts",0.609665392321738
"FIN",1996,"g",1.00696241217577
"FIN",1996,"hts",0.942532042502918
"FIN",1997,"bts",0.54994147464896
"FIN",1997,"g",0.901737748747667
"FIN",1997,"hts",0.857812522575574
"FIN",1998,"bts",0.553664830225705
"FIN",1998,"g",0.871981913240037
"FIN",1998,"hts",0.85077153882976
"FIN",1999,"bts",0.546379327634026
"FIN",1999,"g",0.813408656664804
"FIN",1999,"hts",0.820525925592657
"FIN",2000,"bts",0.494091065424754
"FIN",2000,"g",0.741369948881874
"FIN",2000,"hts",0.732996808612114
"FIN",2001,"bts",0.500147123984718
"FIN",2001,"g",0.712918732952434
"FIN",2001,"hts",0.733465824550976
"FIN",2002,"bts",0.540413825055845
"FIN",2002,"g",0.736444632830347
"FIN",2002,"hts",0.783718932239035
"FIN",2003,"bts",0.662392375398627
"FIN",2003,"g",0.872317484156382
"FIN",2003,"hts",0.942061576830128
"FIN",2004,"bts",0.749358053156341
"FIN",2004,"g",0.969832149686036
"FIN",2004,"hts",1.04074629726691
"FIN",2005,"bts",0.773305961284138
"FIN",2005,"g",0.98977284327584
"FIN",2005,"hts",1.04965042936898
"FIN",2006,"bts",0.805392732126354
"FIN",2006,"g",1.03182260922133
"FIN",2006,"hts",1.07807343737681
"FIN",2007,"bts",0.917066350956493
"FIN",2007,"g",1.15528250531618
"FIN",2007,"hts",1.20066470195548
"FIN",2008,"bts",1.03654103414081
"FIN",2008,"g",1.27769713365023
"FIN",2008,"hts",1.3301346908292
"FIN",2009,"bts",1.00225295726054
"FIN",2009,"g",1.14160098247146
"FIN",2009,"hts",1.27988265370704
"FIN",2010,"bts",0.96423282410245
"FIN",2010,"g",1.13567339806564
"FIN",2010,"hts",1.22428198001171
"FIN",2011,"bts",1.0490476909404
"FIN",2011,"g",1.2507784611623
"FIN",2011,"hts",1.32355276544209
"FIN",2012,"bts",1.00823047444172
"FIN",2012,"g",1.17227597955325
"FIN",2012,"hts",1.24722777909689
"FIN",2013,"bts",1.0660406608925
"FIN",2013,"g",1.21342426826798
"FIN",2013,"hts",1.30855165882784
"FIN",2014,"bts",1.083997935302
"FIN",2014,"g",1.20422757523329
"FIN",2014,"hts",1.32245933612828
